idMao,jogadorMao,cartaAltaRobo,cartaMediaRobo,cartaBaixaRobo,primeiraCartaRobo,primeiraCartaHumano,segundaCartaRobo,segundaCartaHumano,terceiraCartaRobo,terceiraCartaHumano,ganhadorPrimeiraRodada,ganhadorSegundaRodada,ganhadorTerceiraRodada,quemPediuEnvido,quemPediuFaltaEnvido,pontosEnvidoRobo,quemGanhouEnvido,quemFlor,quemContraFlor,quemContraFlorResto,quemGanhouFlor,quemTruco,quemRetruco,quemValeQuatro,quemNegouTruco,quemGanhouTruco,naipeCartaAltaRobo,naipeCartaMediaRobo,naipeCartaBaixaRobo
6911,1,52,3,3,3,1,46,46,46,46,1,1,1,0,0,6,2,0,0,0,0,1,0,0,0,1,1,4,3
6912,2,16,12,6,6,16,16,7,12,6,2,1,1,0,0,22,0,2,0,0,0,1,2,0,0,1,3,2,3
6913,1,24,12,8,8,24,46,46,46,46,2,1,1,0,0,24,1,0,0,0,0,1,0,0,2,1,4,4,2
6914,2,24,24,7,7,2,46,46,46,46,1,1,1,0,0,23,0,0,0,0,0,1,0,0,2,1,2,1,1
6915,1,40,24,16,16,24,24,8,40,1,2,1,1,2,0,7,2,0,0,0,0,1,0,0,0,1,2,1,4
6916,2,8,2,1,8,24,2,8,15,15,2,2,2,2,0,25,1,0,0,0,0,0,0,0,0,2,4,4,1
6917,1,24,7,4,4,2,7,6,15,46,1,1,2,1,0,30,1,0,0,0,0,1,0,0,0,1,3,4,3
6918,2,42,16,7,7,50,16,7,42,3,2,1,1,1,0,29,1,0,0,0,0,1,0,0,0,1,1,1,2
6919,1,12,3,1,12,8,1,7,15,0,1,2,2,2,0,6,2,0,0,0,0,2,0,0,1,2,4,2,1
6920,2,16,6,4,4,3,46,46,46,46,1,1,1,2,0,27,1,0,0,0,0,1,0,0,2,1,1,4,4
6921,1,52,8,1,1,24,52,6,8,6,2,1,1,0,0,4,0,0,0,0,0,2,0,0,0,1,1,3,2
6922,2,42,40,8,8,3,46,46,46,46,1,1,1,1,0,7,1,0,0,0,0,2,1,0,0,1,1,2,3
6923,1,6,3,1,3,12,15,15,15,15,2,2,2,0,2,24,2,0,0,0,0,2,0,0,1,2,1,3,1
6924,2,16,3,1,15,0,15,0,15,0,2,2,2,0,0,28,1,0,0,0,0,2,0,0,1,2,4,4,2
6925,1,16,7,6,16,24,15,15,15,15,2,2,2,0,0,20,0,0,0,0,0,2,0,0,1,2,2,4,4
6926,2,42,40,6,40,2,6,3,15,46,1,1,2,0,0,7,2,0,0,0,0,1,0,0,0,1,1,2,3
6927,1,16,8,4,16,3,46,46,46,46,1,1,1,0,0,27,0,1,0,0,1,1,0,0,2,1,3,3,3
6928,2,24,16,2,16,1,46,46,46,46,1,1,1,1,0,5,1,0,0,0,0,1,0,0,2,1,4,3,2
6929,1,8,7,3,3,0,15,0,15,0,1,2,2,0,2,6,2,0,0,0,0,2,0,0,1,2,3,2,4
6930,2,16,16,12,46,46,46,46,46,46,1,1,1,0,0,2,0,2,0,0,0,1,0,0,2,1,2,1,4
6931,1,12,6,3,12,40,6,7,3,4,2,2,2,0,0,6,0,0,0,0,0,1,2,0,0,2,4,1,3
6932,2,24,16,8,46,46,46,46,46,46,1,1,1,0,0,3,2,0,0,0,0,1,0,0,2,1,3,1,2
6933,1,12,7,1,1,0,15,0,15,0,1,2,2,2,0,24,2,0,0,0,0,2,0,0,1,2,2,4,4
6934,2,16,8,7,7,2,46,46,46,46,1,1,1,0,0,20,0,1,0,0,1,1,0,0,2,1,4,4,4
6935,1,12,6,2,2,42,12,6,6,1,2,1,1,0,2,21,2,0,0,0,0,1,2,0,0,1,4,4,2
6936,2,16,6,2,6,3,46,46,46,46,1,1,1,0,0,27,1,0,0,0,0,1,0,0,2,1,1,2,1
6937,1,8,6,2,2,1,46,46,46,46,1,1,1,0,0,5,0,0,0,0,0,1,0,0,2,1,3,1,4
6938,2,16,4,2,46,46,46,46,46,46,1,1,1,1,0,7,1,0,0,0,0,1,0,0,2,1,2,3,1
6939,1,12,8,1,8,16,15,15,15,15,2,2,2,2,0,4,2,0,0,0,0,2,0,0,1,2,2,4,3
6940,2,42,6,3,46,46,46,46,46,46,1,1,1,1,0,7,1,0,0,0,0,1,0,0,2,1,1,3,4
6941,1,8,4,2,2,0,15,0,15,0,1,2,2,2,0,7,2,0,0,0,0,2,0,0,1,2,2,3,4
6942,2,8,6,2,8,40,2,2,6,2,2,0,1,1,0,20,1,0,0,0,0,2,1,0,0,2,1,1,3
6943,1,50,40,3,3,24,40,7,50,6,2,1,1,0,0,27,1,0,0,0,0,1,2,0,0,1,3,2,3
6944,2,16,2,2,2,7,16,6,2,3,2,1,2,2,0,5,2,0,0,0,0,0,0,0,0,2,1,2,4
6945,1,42,2,1,1,50,42,40,2,7,2,1,2,1,0,7,1,0,0,0,0,1,2,0,0,2,1,2,3
6946,2,16,8,6,6,16,8,8,16,1,2,0,1,2,0,20,2,0,0,0,0,1,0,0,0,2,4,1,1
6947,1,16,4,2,2,6,15,15,15,15,2,2,2,0,0,27,1,2,0,0,0,2,0,0,1,2,3,4,3
6948,2,42,8,6,6,16,8,6,42,2,2,1,1,0,0,27,1,0,0,0,0,1,0,0,0,1,1,1,4
6949,1,42,24,7,46,46,46,46,46,46,1,1,1,0,0,7,0,0,0,0,0,1,0,0,2,1,1,2,3
6950,2,24,6,3,46,46,46,46,46,46,1,1,1,0,0,26,0,0,0,0,0,1,0,0,2,1,2,3,3
6951,1,3,2,1,2,16,15,15,15,15,2,2,2,0,0,30,1,0,0,0,0,2,0,0,1,2,4,1,4
6952,2,52,12,8,46,46,46,46,46,46,1,1,1,0,0,1,0,2,0,0,0,1,0,0,2,1,1,4,2
6953,1,52,24,2,2,42,52,40,24,24,2,1,0,0,0,5,2,0,0,0,0,1,2,0,0,2,1,2,4
6955,1,24,6,1,1,7,6,3,24,2,2,1,1,0,0,4,1,0,0,0,0,0,0,0,0,1,1,3,2
6956,2,8,3,2,8,8,3,1,15,46,0,1,2,0,0,26,1,0,0,0,0,0,0,0,0,1,2,2,1
6957,1,16,8,3,3,16,8,2,16,2,2,1,1,0,0,6,0,0,0,0,0,1,0,0,0,1,4,1,3
6958,2,40,24,12,12,42,24,7,40,3,2,1,1,0,0,28,2,0,0,0,0,2,1,0,0,1,2,4,2
6959,1,42,24,8,46,46,46,46,46,46,1,1,1,0,0,23,0,0,0,0,0,1,0,0,2,1,1,3,3
6960,2,24,6,3,6,40,24,7,3,3,2,1,0,0,0,26,0,2,0,0,2,2,1,0,0,2,4,4,4
6961,1,16,8,4,46,46,46,46,46,46,1,1,1,0,1,27,1,0,0,0,0,1,2,1,2,1,2,4,4
6962,2,24,12,8,8,7,46,46,46,46,1,1,1,0,0,3,0,0,0,0,0,1,0,0,2,1,2,4,1
6963,1,3,3,1,1,8,10,10,10,10,2,2,2,0,0,30,1,0,0,0,0,0,0,0,0,2,4,1,4
6964,2,50,16,7,7,4,46,46,46,46,1,1,1,2,0,21,1,0,0,0,0,1,0,0,2,1,3,1,3
6965,1,7,7,6,6,3,46,46,46,46,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2
6966,2,40,24,6,6,1,46,46,46,46,1,1,1,1,0,23,1,0,0,0,0,1,0,0,2,1,2,4,4
6968,2,16,12,6,15,0,15,0,15,0,2,2,2,2,0,2,2,0,0,0,0,2,0,0,1,2,4,2,3
6969,1,52,24,6,24,50,52,12,6,7,2,1,2,0,0,23,0,1,0,0,1,1,2,0,0,2,1,1,1
6970,2,42,8,8,8,4,42,24,15,46,1,1,2,0,0,7,0,0,0,0,0,2,0,0,0,1,1,2,4
6971,1,16,12,1,1,6,12,12,15,15,2,0,2,1,0,26,1,0,0,0,0,0,0,0,0,2,1,2,1
6974,2,52,40,6,46,46,46,46,46,46,1,1,1,0,0,7,0,0,0,0,0,1,0,0,2,1,1,2,4
6975,1,24,8,3,24,2,46,46,46,46,1,1,1,0,0,6,0,0,0,0,0,1,0,0,2,1,3,1,2
6976,2,50,16,6,16,40,6,8,50,8,2,2,1,1,0,22,1,0,0,0,0,2,1,0,0,2,3,4,4
6977,1,40,7,7,7,6,46,46,46,46,1,1,1,1,0,27,2,0,0,0,0,0,0,0,0,1,2,3,2
6978,2,52,7,6,6,8,7,7,52,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,1,4,3
6979,1,16,3,2,2,6,15,15,15,15,2,2,2,0,0,6,0,0,0,0,0,2,0,0,1,2,1,3,2
6980,2,52,24,4,24,16,15,15,15,15,1,2,2,0,0,7,0,0,0,0,0,2,1,2,1,2,1,3,4
6981,1,24,16,2,2,2,16,40,15,15,0,2,2,2,0,5,2,0,0,0,0,1,0,0,0,2,1,4,3
6982,1,12,7,2,12,52,7,40,2,7,2,2,2,0,0,21,0,0,0,0,0,1,2,0,0,2,2,2,1
6983,2,7,3,1,7,24,1,6,3,2,2,2,1,2,0,26,1,0,0,0,0,0,0,0,0,2,3,3,2
6984,1,24,12,7,7,52,12,12,24,8,2,0,1,0,0,21,0,1,0,0,1,1,2,0,0,2,4,4,4
6985,2,24,12,4,4,7,15,15,15,15,2,2,2,0,1,28,1,0,0,0,0,2,0,0,1,2,2,4,4
6986,1,40,16,12,46,46,46,46,46,46,1,1,1,0,0,23,0,1,0,0,1,1,0,0,2,1,2,2,2
6987,2,16,1,1,15,0,15,0,15,0,2,2,2,0,0,26,0,0,0,0,0,2,0,0,1,2,3,4,3
6988,1,6,3,2,3,8,6,7,2,3,2,2,2,0,0,31,0,1,0,0,1,0,0,0,0,2,2,2,2
6989,2,12,4,3,3,16,15,15,15,15,2,2,2,1,0,27,1,0,0,0,0,2,0,0,1,2,4,3,4
6990,1,2,2,1,2,0,15,0,15,0,1,2,2,2,0,5,2,0,0,0,0,2,0,0,1,2,4,2,3
6991,2,8,8,7,46,46,46,46,46,46,1,1,1,1,0,0,1,0,0,0,0,1,0,0,2,1,2,1,3
6992,1,7,2,1,2,0,15,0,15,0,1,2,2,0,0,29,1,0,0,0,0,2,0,0,1,2,3,1,1
6993,2,24,3,1,1,1,15,15,15,15,0,2,2,0,1,29,1,0,0,0,0,2,0,0,1,2,2,2,3
6994,1,52,6,1,46,46,46,46,46,46,1,1,1,0,0,25,0,0,0,0,0,1,0,0,2,1,1,2,1
6995,2,50,24,8,46,46,46,46,46,46,1,1,1,2,0,23,2,0,0,0,0,1,0,0,2,1,3,4,4
6996,1,12,6,1,12,8,6,3,15,46,1,1,2,0,0,21,2,0,0,0,0,0,0,0,0,1,4,4,3
6997,2,4,2,1,15,0,15,0,15,0,2,2,2,0,0,32,0,0,0,0,0,2,0,0,1,2,4,4,3
6998,1,16,8,7,46,46,46,46,46,46,1,1,1,0,0,2,0,0,0,0,0,1,0,0,2,1,4,3,2
6999,2,16,4,3,3,24,46,46,46,46,2,1,1,2,0,33,1,0,0,0,0,1,0,0,2,1,4,3,3
7000,1,50,16,3,46,46,46,46,46,46,1,1,1,1,0,23,2,0,0,0,0,1,0,0,2,1,3,3,1
7001,2,16,8,3,3,4,15,15,15,15,2,2,2,2,1,28,1,0,0,0,0,1,2,0,1,2,1,4,1
7003,2,24,16,3,3,12,16,4,24,2,2,1,1,0,2,25,2,0,0,0,0,2,0,0,0,1,3,3,4
7005,2,16,6,4,6,8,16,8,4,1,2,1,1,2,0,7,2,0,0,0,0,2,0,0,0,1,3,2,4
7006,1,50,7,6,7,40,50,24,6,7,2,1,2,1,0,21,2,0,0,0,0,1,2,0,0,2,3,3,4
7007,2,16,4,2,2,50,4,24,16,3,2,2,1,0,0,7,2,0,0,0,0,2,1,1,0,2,4,3,2
7008,1,16,8,3,3,7,15,15,15,15,2,2,2,0,0,6,0,0,0,0,0,2,0,0,1,2,3,4,1
7009,2,8,7,6,15,0,15,0,15,0,2,2,2,0,0,20,2,0,0,0,0,2,0,0,1,2,2,3,2
7010,1,7,3,2,2,4,15,15,15,15,2,2,2,0,0,31,0,1,0,0,1,2,0,0,1,2,3,3,3
7011,1,8,3,2,8,12,3,2,2,1,2,1,1,0,0,6,2,0,0,0,0,0,0,0,0,1,2,3,1
7012,2,8,3,2,3,16,2,8,8,2,2,2,1,1,0,25,1,0,0,0,0,0,0,0,0,2,3,2,3
7013,1,7,1,1,7,0,15,0,15,0,1,2,2,0,0,4,0,2,0,0,0,2,0,0,1,2,4,1,3
7014,2,40,7,3,3,2,46,46,46,46,1,1,1,0,0,26,0,1,0,0,1,1,0,0,2,1,2,2,2
7015,1,24,8,3,3,16,8,16,24,2,2,2,1,1,0,23,1,0,0,0,0,1,0,0,0,2,1,1,3
7016,2,7,6,6,6,42,7,1,6,1,2,1,1,0,1,0,1,0,0,0,0,2,0,0,0,1,1,2,4
7017,1,2,2,2,2,1,10,10,10,10,1,2,2,0,1,5,1,0,0,0,0,0,0,0,0,2,1,4,3
7018,2,8,7,6,46,46,46,46,46,46,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,4,2,3
7019,1,16,7,1,1,4,15,15,15,15,2,2,2,1,0,22,1,0,0,0,0,2,0,0,1,2,3,3,2
7020,2,8,3,1,15,0,15,0,15,0,2,2,2,0,0,26,0,0,0,0,0,2,0,0,1,2,3,3,4
7021,1,16,16,2,2,24,16,2,16,1,2,1,1,0,0,5,0,0,0,0,0,0,0,0,0,1,3,4,1
7022,2,16,4,2,15,0,15,0,15,0,2,2,2,0,0,27,0,0,0,0,0,2,0,0,1,2,1,4,1
7023,1,40,24,24,24,50,40,16,24,6,2,1,1,0,0,7,0,0,0,0,0,1,0,0,0,1,2,1,3
7024,2,16,8,1,1,50,16,16,8,3,2,0,1,0,0,4,2,0,0,0,0,0,0,0,0,2,2,3,4
7025,1,16,3,2,2,0,15,0,15,0,1,2,2,1,0,28,1,0,0,0,0,2,0,0,1,2,3,3,2
7026,2,16,12,3,12,4,46,46,46,46,1,1,1,0,0,6,1,0,0,0,0,1,0,0,2,1,1,2,3
7027,1,40,16,3,16,24,40,7,3,7,2,1,2,1,0,7,1,0,0,0,0,1,0,0,0,2,2,3,1
7028,2,8,2,2,8,7,15,15,15,15,1,2,2,0,0,25,1,0,0,0,0,2,0,0,1,2,2,2,3
7029,1,52,50,6,46,46,46,46,46,46,1,1,1,0,0,1,0,0,0,0,0,1,0,0,2,1,1,3,2
7030,2,24,12,6,24,40,6,16,12,7,2,2,1,2,0,21,1,0,0,0,0,2,0,0,0,2,1,2,2
7031,1,24,16,7,7,7,16,52,15,15,0,2,2,1,0,22,1,0,0,0,0,1,0,0,0,2,2,1,1
7032,2,16,8,4,4,16,8,8,15,15,2,0,2,0,0,27,0,1,0,0,1,2,1,0,0,2,4,4,4
7033,1,3,2,1,1,0,15,0,15,0,1,2,2,1,0,29,1,0,0,0,0,2,0,0,1,2,4,3,3
7034,2,8,7,6,8,12,7,6,6,3,2,1,1,0,0,20,0,0,0,0,0,2,1,0,0,1,3,3,4
7035,1,24,12,8,24,12,46,46,46,46,1,1,1,1,0,21,2,0,0,0,0,1,0,0,2,1,1,2,2
7036,2,24,12,6,6,3,46,46,46,46,1,1,1,1,0,21,1,0,0,0,0,1,0,0,2,1,2,4,4
7037,1,16,6,3,3,7,15,15,15,15,2,2,2,1,0,22,1,2,0,0,0,2,0,0,1,2,3,3,4
7038,2,16,3,1,1,24,3,4,16,2,2,2,1,0,0,26,2,0,0,0,0,2,0,0,0,2,1,4,1
7039,1,24,8,7,7,8,8,6,24,6,2,1,1,0,0,20,0,1,0,0,1,2,0,0,0,1,4,4,4
7040,2,16,7,2,46,46,46,46,46,46,1,1,1,0,0,22,0,0,0,0,0,1,0,0,2,1,1,1,2
7041,1,50,16,1,1,6,15,15,15,15,2,2,2,0,0,25,0,0,0,0,0,1,2,0,1,2,3,4,3
7042,2,16,8,1,46,46,46,46,46,46,1,1,1,2,0,24,2,0,0,0,0,1,0,0,2,1,3,2,2
7043,1,24,8,2,2,2,46,46,46,46,0,1,1,0,0,28,1,0,0,0,0,1,0,0,2,1,4,1,4
7044,2,8,7,4,15,0,15,0,15,0,2,2,2,0,0,27,0,2,0,0,0,2,0,0,1,2,3,4,3
7045,1,8,3,1,8,0,15,0,15,0,1,2,2,0,0,24,0,0,0,0,0,2,0,0,1,2,2,1,2
7046,2,16,6,1,15,0,15,0,15,0,2,2,2,0,0,22,2,0,0,0,0,2,0,0,1,2,1,1,3
7048,2,16,3,1,1,16,15,15,15,15,2,2,2,0,0,30,0,2,0,0,0,2,0,0,1,2,2,3,3
7049,1,52,24,16,24,3,16,7,15,46,1,1,2,1,0,24,1,0,0,0,0,1,2,2,0,1,1,1,4
7050,2,16,7,3,16,12,3,7,7,6,1,2,1,1,0,6,1,0,0,0,0,1,0,0,0,1,2,4,1
7051,1,7,2,1,7,50,2,2,1,1,2,0,0,0,0,5,2,0,0,0,0,1,0,0,0,2,4,3,1
7052,2,8,6,3,15,0,15,0,15,0,2,2,2,2,0,26,1,0,0,0,0,2,0,0,1,2,2,3,2
7053,1,16,6,3,16,0,15,0,15,0,1,2,2,2,0,6,2,0,0,0,0,2,0,0,1,2,3,2,4
7054,2,42,12,2,12,50,2,16,42,6,2,2,1,1,0,26,1,0,0,0,0,2,1,0,0,2,1,2,2
7055,1,52,50,40,40,3,46,46,46,46,1,1,1,0,0,7,2,0,0,0,0,1,0,0,0,1,1,3,2
7056,2,16,6,2,15,0,15,0,15,0,2,2,2,0,0,5,2,0,0,0,0,2,0,0,1,2,1,2,3
7057,1,7,3,2,2,0,15,0,15,0,1,2,2,1,0,26,1,0,0,0,0,2,0,0,1,2,2,2,1
7058,2,8,7,1,15,0,15,0,15,0,2,2,2,2,0,4,2,0,0,0,0,2,0,0,1,2,3,1,2
7059,1,16,8,3,3,0,15,0,15,0,1,2,2,0,0,22,0,0,0,0,0,2,0,0,1,2,3,3,4
7060,2,6,2,1,2,2,46,46,46,46,0,1,1,0,0,5,0,0,0,0,0,1,0,0,2,1,1,3,2
7061,1,24,16,6,16,24,24,12,6,1,2,1,1,1,0,23,1,0,0,0,0,1,0,0,0,1,3,1,3
7062,2,52,16,7,7,7,52,8,15,46,0,1,2,1,0,21,1,0,0,0,0,2,0,0,0,1,1,2,1
7063,1,6,4,3,6,6,15,15,15,15,0,2,2,1,0,33,1,0,0,0,0,2,0,0,1,2,1,4,4
7064,2,24,3,2,24,24,2,2,3,1,0,0,1,2,0,31,1,1,0,0,1,1,2,2,0,1,2,2,2
7066,2,16,7,6,6,3,46,46,46,46,1,1,1,0,0,22,0,0,0,0,0,1,0,0,2,1,2,2,1
7067,1,16,8,3,3,42,8,2,16,1,2,1,1,0,1,6,1,0,0,0,0,1,2,0,0,1,4,2,1
7068,2,50,7,3,7,24,3,6,50,3,2,2,1,2,0,26,1,1,0,0,1,2,1,0,0,2,3,3,3
7069,1,50,24,7,7,16,24,3,50,1,2,1,1,0,0,23,0,1,0,0,1,1,0,0,0,1,3,3,3
7070,2,50,3,1,46,46,46,46,46,46,1,1,1,0,0,25,0,2,0,0,0,1,2,1,2,1,3,4,3
7071,1,16,12,6,6,8,12,3,16,2,2,1,1,0,0,2,2,0,0,0,0,1,0,0,0,1,2,4,1
7072,2,16,12,2,12,8,2,0,46,46,1,1,1,0,0,5,0,0,0,0,0,1,2,1,2,1,4,2,3
7073,1,6,6,2,2,2,15,15,15,15,0,2,2,0,1,5,1,0,0,0,0,2,0,0,1,2,4,3,1
7074,2,8,7,4,8,8,15,15,15,15,0,2,2,2,0,27,2,0,0,0,0,2,0,0,1,2,4,3,3
7075,1,7,7,3,3,8,7,7,7,2,2,0,1,0,0,6,0,0,0,0,0,0,0,0,0,2,4,2,3
7076,2,8,3,2,2,8,8,4,3,3,2,1,0,2,0,6,2,0,0,0,0,0,0,0,0,2,1,2,3
7077,1,24,7,6,6,24,7,4,24,3,2,1,1,0,0,3,2,0,0,0,0,1,2,0,0,1,4,3,1
7078,2,12,4,4,4,24,46,46,46,46,2,1,1,0,0,7,2,0,0,0,0,1,0,0,2,1,2,4,3
7079,1,12,4,1,12,24,4,2,1,1,2,1,0,0,1,31,1,0,0,0,0,1,0,0,0,2,4,3,3
7080,2,42,12,1,46,46,46,46,46,46,1,1,1,2,0,7,2,0,0,0,0,1,0,0,2,1,1,2,4
7081,1,24,2,1,24,52,2,8,15,15,2,2,2,1,0,29,1,0,0,0,0,2,0,0,0,2,3,4,4
7082,2,24,6,1,1,24,46,46,46,46,2,1,1,0,0,4,0,0,0,0,0,1,0,0,2,1,1,2,3
7084,1,50,8,3,3,52,50,40,8,16,2,1,2,2,0,6,2,0,0,0,0,1,2,0,0,2,3,4,1
7085,2,52,24,7,7,7,24,42,15,15,0,2,2,0,1,24,1,0,0,0,0,2,1,0,0,2,1,1,2
7086,1,24,2,1,1,7,15,15,15,15,2,2,2,1,0,27,1,0,0,0,0,2,0,0,1,2,1,2,1
7087,2,42,4,1,1,7,4,12,15,15,2,2,2,0,1,31,1,0,0,0,0,2,1,0,0,2,1,4,1
7088,1,24,8,3,24,24,8,7,3,1,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,1,1,4,2
7089,2,16,2,2,2,24,15,15,15,15,2,2,2,1,0,5,1,0,0,0,0,2,0,0,1,2,3,4,1
7090,1,24,8,4,4,8,8,7,24,3,2,1,1,0,0,7,0,0,0,0,0,1,2,0,0,1,2,4,3
7091,2,40,16,6,46,46,46,46,46,46,1,1,1,0,0,27,0,2,0,0,0,1,0,0,2,1,2,1,2
7092,1,6,6,2,6,0,15,0,15,0,1,2,2,0,0,5,0,0,0,0,0,2,0,0,1,2,4,2,3
7093,2,42,16,6,46,46,46,46,46,46,1,1,1,0,0,7,2,0,0,0,0,1,0,0,2,1,1,2,4
7094,1,24,2,1,1,8,24,1,2,1,2,1,1,1,0,27,1,0,0,0,0,1,0,0,0,1,3,2,3
7095,2,16,6,2,6,3,46,46,46,46,1,1,1,0,0,27,1,0,0,0,0,1,0,0,2,1,4,3,4
7097,2,24,12,6,46,46,46,46,46,46,1,1,1,0,0,21,0,2,0,0,0,1,0,0,2,1,3,4,4
7098,1,52,7,6,6,16,7,16,52,4,2,2,1,0,2,1,2,0,0,0,0,1,0,0,0,2,1,3,2
7099,2,40,8,2,2,1,46,46,46,46,1,1,1,1,0,32,1,0,0,0,0,1,0,0,2,1,2,4,2
7100,1,24,12,2,24,6,12,3,15,46,1,1,2,0,0,26,0,2,0,0,0,0,0,0,0,1,4,2,2
7101,1,16,16,2,16,8,2,6,16,2,1,2,1,0,0,27,1,2,0,0,0,1,2,1,0,1,2,1,1
7102,2,8,7,6,7,1,46,46,46,46,1,1,1,0,2,0,2,0,0,0,0,1,0,0,2,1,4,2,3
7103,1,6,3,3,6,2,15,15,15,15,1,2,2,0,0,26,2,0,0,0,0,2,0,0,1,2,4,3,4
7104,2,24,16,7,46,46,46,46,46,46,1,1,1,1,0,25,1,0,0,0,0,1,0,0,2,1,1,1,3
7105,1,1,1,1,1,4,15,15,15,15,2,2,2,1,0,4,1,0,0,0,0,2,0,0,1,2,1,2,4
7107,1,16,7,4,4,50,7,2,16,1,2,1,1,0,0,7,2,0,0,0,0,1,2,0,0,1,4,2,3
7108,2,7,3,1,7,16,3,3,15,15,2,0,2,0,0,30,0,2,0,0,0,2,1,2,0,2,1,3,3
7109,1,24,7,6,6,7,46,46,46,46,2,1,1,0,0,20,0,0,0,0,0,1,0,0,2,1,3,4,4
7110,2,12,8,4,4,3,8,2,15,46,1,1,2,0,0,27,2,0,0,0,0,1,0,0,0,1,2,4,4
7112,2,7,6,3,15,0,15,0,15,0,2,2,2,0,0,20,0,0,0,0,0,2,0,0,1,2,3,3,4
7113,1,40,4,2,2,8,15,15,15,15,2,2,2,1,0,7,1,0,0,0,0,2,0,0,1,2,2,4,3
7114,2,50,24,4,4,42,24,24,50,7,2,0,1,0,0,28,2,0,0,0,0,2,1,0,0,2,3,2,3
7115,1,42,8,6,8,6,6,2,15,46,1,1,2,1,0,27,2,2,0,0,0,0,0,0,0,1,1,1,4
7116,2,7,6,1,7,7,6,8,15,15,0,2,2,2,0,24,1,0,0,0,0,0,0,0,0,2,4,3,4
7117,1,24,12,7,24,24,12,8,7,1,0,1,1,1,0,21,1,0,0,0,0,0,0,0,0,1,1,4,4
7118,2,50,40,7,46,46,46,46,46,46,1,1,1,2,0,27,1,0,0,0,0,1,0,0,2,1,3,2,2
7119,1,24,12,4,4,3,12,6,15,46,1,1,2,1,0,28,1,0,0,0,0,1,0,0,0,1,2,4,4
7120,2,16,8,2,16,24,8,6,2,6,2,1,2,2,0,25,1,0,0,0,0,2,1,0,0,2,3,1,1
7121,1,8,7,1,1,7,10,10,10,10,2,2,2,1,0,24,1,0,0,0,0,0,0,0,0,2,2,4,2
7122,2,24,16,8,8,1,46,46,46,46,1,1,1,1,0,25,1,0,0,0,0,1,0,0,2,1,1,1,4
7123,1,16,6,2,2,8,16,8,6,3,2,1,1,0,0,22,2,0,0,0,0,0,0,0,0,1,2,2,1
7124,2,50,6,3,3,24,46,46,46,46,2,1,1,0,0,27,1,0,0,0,0,1,0,0,2,1,3,1,3
7125,1,7,4,1,4,3,1,0,46,46,1,1,1,0,0,31,0,1,0,0,1,2,1,0,2,1,3,3,3
7126,2,52,6,3,6,24,3,12,52,3,2,2,1,1,0,21,1,0,0,0,0,2,1,0,0,2,1,1,2
7127,1,50,40,6,46,46,46,46,46,46,1,1,1,0,0,7,0,0,0,0,0,1,0,0,2,1,3,2,1
7128,2,3,3,1,1,24,15,15,15,15,2,2,2,2,0,30,1,0,0,0,0,2,0,0,1,2,1,2,1
7129,1,16,7,6,16,24,7,4,6,3,2,1,1,0,0,20,0,1,0,0,1,0,0,0,0,1,2,2,2
7130,2,16,4,1,15,0,15,0,15,0,2,2,2,0,0,31,0,0,0,0,0,2,0,0,1,2,1,3,3
7131,1,16,1,1,1,7,15,15,15,15,2,2,2,1,0,26,1,0,0,0,0,2,0,0,1,2,2,2,4
7132,2,50,8,6,50,16,8,8,15,46,1,0,2,1,0,1,1,0,0,0,0,2,0,0,0,1,3,2,4
7133,1,40,16,12,12,24,16,8,40,2,2,1,1,2,0,29,2,0,0,0,0,2,0,0,0,1,2,2,4
7134,2,8,7,2,7,16,2,3,8,1,2,2,1,2,0,25,2,0,0,0,0,0,0,0,0,2,1,4,1
7135,1,16,3,2,16,0,15,0,15,0,1,2,2,2,0,6,2,0,0,0,0,2,0,0,1,2,2,4,3
7136,2,16,3,3,16,16,3,8,15,15,0,2,2,0,0,28,0,2,0,0,0,2,0,0,0,2,3,4,3
7137,1,16,12,3,3,4,12,4,16,2,2,1,1,2,0,6,2,0,0,0,0,2,0,0,0,1,2,4,1
7138,2,52,12,3,12,16,15,15,15,15,2,2,2,1,0,27,1,0,0,0,0,2,1,2,1,2,1,4,4
7139,1,42,16,12,12,12,46,46,46,46,0,1,1,0,0,7,2,0,0,0,0,1,0,0,0,1,1,3,2
7141,1,16,8,8,8,6,46,46,46,46,1,1,1,1,0,22,1,0,0,0,0,0,0,0,0,1,3,3,4
7142,2,50,24,7,7,2,46,46,46,46,1,1,1,2,0,3,2,0,0,0,0,1,0,0,2,1,3,1,2
7143,1,24,8,6,46,46,46,46,46,46,1,1,1,0,0,3,0,0,0,0,0,1,0,0,2,1,3,1,2
7144,2,12,3,3,15,0,15,0,15,0,2,2,2,0,0,6,0,0,0,0,0,2,0,0,1,2,2,4,1
7145,1,24,8,2,2,12,8,3,24,1,2,1,1,0,2,5,2,0,0,0,0,1,0,0,0,1,1,3,4
7146,2,8,6,1,15,0,15,0,15,0,2,2,2,2,0,24,2,0,0,0,0,2,0,0,1,2,3,2,3
7147,1,16,7,3,16,16,7,7,3,1,0,0,1,0,0,6,2,0,0,0,0,2,0,0,0,1,2,1,4
